,id,original_title,genres,story,cast,director,screenplay,keywords
642,tt0130797,Jaali Note,"['Action', 'Crime', 'Drama']",Inspector Dinesh goes undercover in order to infiltrate a gang that is counterfeiting banknotes. In the course of his investigation he becomes romantically entangled with a female reporter and makes a discovery of shocking personal significance.,"['Dev Anand', 'Madhubala', '']",['Shakti Samanta'],"['Ranjan Bose', 'Vrajendra Gaur']","['inspector dinesh', 'shocking personal', 'becomes romantically', 'female reporter', 'counterfeiting banknotes', 'order']"
643,tt0130803,Jhumroo,"['Comedy', 'Drama', 'Musical']",Anjana lives a wealthy lifestyle with her dad  Dwarka Nath  in a hilly region in India. When she returns home after several years  she finds that her dad has become more strict and a disciplinarian  and even has his erring employees and villagers flogged. Then she meets with local villager  Jhumroo  and both fall in love with each other. Jhumroo takes her home to introduce her to his mom  Kamla  who approves of her instantly. When Dwarka comes to know about this  he is enraged  and quickly announces her marriage with his Manager  Ramesh. Jhumroo is heart-broken and goes to meet with Anjana  who does tell him that she loves him  but must obey her father. What Jhumroo and Anjana do not know is that she is not Dwarka's daughter  but is the daughter of Kamla  and abducted at a very young age. The question remains what impact will this have on their lives when they find that they are brother and sister  and who actually did abduct Anjana?,"['Kishore Kumar', 'Madhubala', 'Chanchal', 'Anoop Kumar', 'Lalita Pawar', 'M. Kumar', 'Sajjan', 'Anoop Sharma', 'Bhagwan Sinha', 'S.K. Singh', 'Jayant', 'Nimoo', 'Minoo', 'Robin Kumar', '']",['Shankar Mukherjee'],"['Vrajendra Gaur', 'Madhusudan Kalelkar', 'Kishore Kumar', 'Swatantra Prakash']","['local villager', 'dad dwarka', 'young age', 'wealthy lifestyle', 'villagers flogged', 'several years']"
644,tt0130989,Saiyan,"['Drama', 'Family', 'Romance']",An unusual  tragic saga of star-crossed lovers and a family caught in the calamitous backwash of a forsaken romance. An orphaned village girl is given shelter in a respected home and wooed by the two sons of the family. This  combined with the headstrong  impulsive nature of the younger son  leads to a uniquely disastrous three-way relationship that ruins and ultimately destroys the family.,"['Madhubala', 'Ajit', 'Sajjan', 'Raj Mehra', 'Leela Chitnis', 'Jayant', 'Abbas', 'Ramesh Thakur', 'Ramesh Sinha', 'Amar', 'Amir Ali', 'Kathana', '']",['M. Sadiq'],['Azm Bazidpuri'],"['younger son', 'unusual tragic', 'uniquely disastrous', 'orphaned village', 'headstrong impulsive', 'way relationship']"
645,tt0130991,Sangdil,"['Drama', 'Mystery', 'Romance']",A loose adaptation of Charlotte Bronte's classic  Jane Eyre. In this version childhood sweethearts are separated and grow up in different worlds. The girl is brought up to be a 'pujaaran' (priestess) while the boy grows up to be a dejected 'thakur'  turned vindictive by life's injustices. Fate inevitably brings them together at a later juncture  and all seems happy and perfect for the young couple  until she discovers his deep  dark secret.,"['Madhubala', 'Dilip Kumar', 'Shammi', 'Dara Singh', 'Leela Chitnis', '']",['R.C. Talwar'],"['Charlotte Brontë', 'Ramanand Sagar']","['version childhood', 'fate inevitably', 'deep dark', 'classic jane', 'young couple', 'turned vindictive']"
646,tt0132166,Foot Path,"['Crime', 'Drama']",Bombay-based Noshu Sharma  who lives an impoverished lifestyle with his brother  Bonni  and his wife  Mina  is employed as a Journalist with a loss-bearing publication 'Dharti'. He does not get paid for months and is totally dependent on Bonni  who works as a school-teacher. Noshu is attracted to Mala  who also lives a poor lifestyle along with her much younger brother  Monu. In order to accumulate wealth quickly he borrows Rs.1000/- from Bonni  who  in turn had stolen it from his employer  and invests it with a black-marketeer-hotelier  Rambabu. Shortly thereafter his investment returns him Rs.5000/- and he is not only able to return the loan but is able to live a better lifestyle. Unhappy with this success  he tries his hand at blackmail and extortion and gets even more wealthy. When he is told that Rambabu and he may be exposed by the media - they get together with others in the group and  in the midst of an epidemic  hire a contract killer to kill the journalist responsible for ...,"['Dilip Kumar', 'Meena Kumari', 'Ramesh Thapar', 'Anwar Hussain', 'Achala Sachdev', 'Sumati Lajmi', 'Ramesh Thakur', 'Maruti', 'Kuldeep Akhtar', 'P. Kailash', 'Jankidas', 'Jagdeep', 'S.K. Prem', 'Habib Tanvir', '']",['Zia Sarhadi'],['Zia Sarhadi'],"['much younger', 'accumulate wealth', 'poor lifestyle', 'based noshu', 'impoverished lifestyle', 'better lifestyle']"
647,tt0133014,Hulchul,['Drama'],On the day of his wedding  the life of a jailer is saved by an inmate during a prison break. Back in his cell the prisoner  Kishore  recounts his life story. He spent his childhood amidst the family of a wealthy thakur (landowner) and was treated like a son. But when the thakur died his jealous son relegated Kishore to the status of a servant. Kishore's romance with Asha  the young thakur's sister  earns him a beating. Rather than besmirch the family's honour by eloping  he agrees to leave on condition that he may return when he has become worthy of Asha's hand. He finds a job as a carnival daredevil  diving in flames from a high platform into a tank of fire. However  the carnival's lady owner wants thrills of a different kind and she isn't one to be trifled with -she killed and stuffed her cat to stop it running away..... When Kishore makes it clear that his heart lies elsewhere  Madame is not amused. She arranges for Kishore to be murdered. But the plan goes awry and Kishore ends up...,"['Nargis', 'Sitara', 'Dilip Kumar', 'Jeevan', 'K.N. Singh', 'Faizi', 'Balraj Sahni', 'Cuckoo', 'Murad', 'Neelam', 'Geeta Nizami', 'Baby Anwari', 'N. Kabir', 'Balraj', '']",['S.K. Ojha'],['Hasrat Jaipuri'],"['lady owner', 'heart lies', 'jealous son', 'running away', 'plan goes', 'prisoner kishore']"
648,tt0133024,Ishq,"['Action', 'Comedy', 'Drama']",Harbans Rai and Ranjit Rai are two wealthy businessmen who absolutely *loathe* poverty and poor people . As fate would have it   Harbans Rai's daughter Madhu falls for a poor mechanic Raja while Ranjit Rai's son Ajay romances a poor girl Kajal . When Harbans and Ranjit come to know of it they try various ways to separate the lovers .,"['Aamir Khan', 'Ajay Devgn', 'Juhi Chawla', 'Kajol', 'Dalip Tahil', 'Johnny Lever', 'Mohan Joshi', 'Deven Verma', 'Tiku Talsania', 'Deepak Shirke', 'Shweta Menon', 'Sadashiv Amrapurkar', 'Sunil Dhawan', 'Kamaldeep', '']",['Indra Kumar'],"['Rajeev Kaul', 'Tanveer Khan', 'Naushir Khatau', 'Praful Parekh']","['two wealthy', 'try various', 'son ajay', 'daughter madhu', 'poor mechanic', 'poor girl']"
649,tt0133188,Rustom Sohrab,"['Action', 'Adventure', 'Drama']",Powerful and mighty Rustom Zabuli (Prithviraj Kapoor) of Iran while on a visit to India rescues a horse-drawn carriage of Shehzadi Tehmina (Suraiya). Impressed by his strength  the Shehzadi offers to employ him  but Rustom refuses. The Shehzadi has his horse abducted and brought to her palace  Rustom follows. Once there  the Shehzadi confesses her love for Rustom  and Rustom too falls in love with her. They are married with great pomp. Due to war in Iran  Rustom must return to defend his king. The Shehzadi's enemies plot to overthrow her father and her  but Shehzadi manages to escape. She gives birth to a son. She must never reveal her husband's true identity to her son or else he will be killed. So Rustom's son  Sohrab (Premnath) grows up without any knowledge of his mighty and famous father. The Shehzadi's enemies now aware of Sohrab  who has acquired his father's strength and might  plot to make both father and son fight  a fight from which only one man can emerge alive and ...,"['Prithviraj Kapoor', 'Suraiya', 'Prem Nath', 'Mumtaz', 'Sajjan', 'P. Kailash', 'Hiralal', 'Azaad Irani', 'Shah Agha', 'S. Nazir', 'Murad', 'Badri Prasad', 'Lillian', 'Vinita Nair', '']",['Vishram Bedekar'],"['Kumar Ramsay', 'Qamar Jalalabadi', 'Masood Mashhadi', 'Jagdish Gautam', 'Sardar Jlkam', 'Jobal Nadeem']","['iran rustom', 'must never', 'palace rustom', 'mighty rustom', 'rustom refuses', 'true identity']"
650,tt0135140,Anth,['Action'],Principal Satyaprakash is a decent middle-class man who manages a co-ed college. He witnesses his daughter  Pooja  being molested by Kali  the son of gangster Dhabla  objects to this behavior  but is silenced by Dhabla. Pooja is in love with a young man named Raja. One day Pooja is sexually assaulted by Kali and a group of his friends  who then throw her to her death from the roof of an under-construction building. Raja witnesses this  and reports this to the police. Inspector Shirke instead charges Raja for this crime. Pooja's brother  Vijay  finds out and attempts to try and put a stop to this injustice. Shortly thereafter Raja is killed  and Vijay is charged for killing him and held in a cell. The charge against Vijay is that he killed Raja out of anger for molesting his sister  a charge that may carry the death sentence.,"['Sunil Shetty', 'Somy Ali', 'Paresh Rawal', 'Deepak Shirke', 'Neena Gupta', 'Rita Bhaduri', '']",['Sanjay Khanna'],['Dilip Shukla'],"['inspector shirke', 'young man', 'shortly thereafter', 'gangster dhabla', 'one day', 'brother vijay']"
651,tt0135161,Bhai,"['Action', 'Drama']",Kundan is a naive and simple-minded young man who comes to Bombay City from a small village in Uttar Pradesh  along with his younger brother  Krishna. Upon arrival in Bombay  he is assisted by a young lady named Pooja  who also helps Krishna to read and write. The community where they live is being terrorized by a gangster named David. When Pooja's lawyer father  Satyaprakash  attempts to take this matter to court  he is killed. Kundan avenges his death by severelly beating up David  and making a big name for himself. Soon he is respected by everyone around  and attains the position of a gangster with a good heart. Kundan marries Pooja  and few months later they are proud parents of a baby boy. It is then that Pooja questions this living  and wonders if she would like to have her son also grow up to be like his father. Her attempts to sway Kundan are in vain  for Kundan has gone too far deep in this game  and the only they can stay alive is by maintaining a status quo. But will this ...,"['Sunil Shetty', 'Pooja Batra', 'Sonali Bendre', 'Shakti Kapoor', 'Ashish Vidyarthi', 'Kader Khan', 'Kunal Khemu', 'Om Puri', 'Lalita Pawar', '']",['Deepak S. Shivdasani'],['Kader Khan'],"['young lady', 'lawyer father', 'minded young', 'younger brother', 'uttar pradesh', 'son also']"
652,tt0135168,Boy Friend,"['Drama', 'Romance']",A young lad  separated at a young age from his parents takes on the life of petty crime and ends up in jail. On his release he comes across a friend in a train  and at the friend's request sets upon to trace his two daughters; he meets them and falls in love with one of them. But the police are on his trail due to a stolen necklace belonging to none other than his birth mother.,"['Shammi Kapoor', 'Madhubala', 'Nishi', 'Dharmendra', 'Dhumal', 'Maruti', 'Mahendra', 'Amirbai Karnataki', 'Radheshyam', 'Sudesh Kumar', '']",['Naresh Saigal'],['Shivaji Rathore'],"['stolen necklace', 'request sets', 'young lad', 'young age', 'two daughters', 'trail due']"
653,tt0135393,Dhaal: The Battle of Law Against Law,"['Action', 'Drama']",Inspector Varun Saxena successfully apprehends Pilot Baba's son for running over and killing a fellow police inspector by the name of Deodhar. But Pilot's cunning advocate  Indrajit Diwan  has his son proved innocence  and set free. When Varun confides of his frustrations with his garage-mechanic friend  Suraj  he decides to study law and assist Varun. But when Suraj is arrested by Varun for attempting to rape Mrs. Deodhar  their friendship ends  and Suraj is sentenced to several years in prison. And then Mrs. Deodhar is killed and the evidence points to Varun  who is also arrested  charged and imprisoned in the same prison as Varun  who cannot wait to avenge his humiliation. And this time there are no rules - whatsoever.,"['Vinod Khanna', 'Sunil Shetty', 'Gautami', 'Anjali Jathar', 'Laxmikant Berde', 'Kunickaa Sadanand', 'Arun Govil', 'Sanjay Shah', 'Danny Denzongpa', 'Amrish Puri', 'Raj Tilak', 'Pinky Chinoy', 'Ramesh Goyal', 'Bob Christo', '']",['Sameer Malkan'],"['Madan Joshi', 'Rajeev Kaul', 'Praful Parekh']","['inspector varun', 'cunning advocate', 'fellow police', 'son proved', 'also arrested', 'mechanic friend']"
654,tt0135399,Do Ustad,"['Action', 'Crime', 'Drama']",Jaggannath maintains his silence after being found guilty and about to be sentenced for the murder of Roshanlal Sharma under Section 302 of the Indian Penal Code. It is then his brother  Rajkumar  appeals to the Judge to hear their story  and the duo recollect their lives as homeless orphans  how circumstances separate them  and both turn to a life of crime. While Rajkumar gets arrested on a number of occasions and serves time behind bars  Jaggannath is married  ostensibly lives a honest life  but is a gangster in reality. Rajkumar masquerades as Raj Kapoor  meets with heiress  Madhu Sharma  and both fall in love - much to the chagrin of her uncle - who has already arranged her marriage elsewhere. Fate will then unite the unknowing brothers  pit them against each other  and Madhu will shun Rajkumar  while Jaggannath's expectant wife will get a rude awakening when she is told about her husband's criminal background. Watch as things spiral out of control for the duo  leading to ...,"['Raj Kapoor', 'Madhubala', 'Sulochana Latkar', 'Daisy Irani', 'Sheikh Mukhtar', 'Uma Dutt', 'Kamal Mohan', 'Satish Vyas', 'Randhir Kapoor', 'C.B. Singh', 'T.N. Charlie', 'Sood', 'Fazal Karim', 'Khan', '']",['Tara Harish'],"['Om Dogra', 'Ehtram Husain', 'Tahir Lucknowi', 'Ehsan Rizvi']","['serves time', 'unknowing brothers', 'raj kapoor', 'indian penal', 'rajkumar gets', 'brother rajkumar']"
